date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:31:34	16849/16849	---MCZ	200	added ('OK')	text/css	etag:W/%225d40109a-41d1%22	https://demo.pixel-mafia.com/wp/vincent/wp-content/themes/vincent/css/bootstrap.min.css?ver=5.2.3	D:/winHTT/abc/demo.pixel-mafia.com/wp/vincent/wp-content/themes/vincent/css/bootstrap.min2513.css	(from https://demo.pixel-mafia.com/wp/vincent/)
14:31:34	30611/30611	---MCZ	200	added ('OK')	text/css	etag:W/%225d4be774-7793%22	https://demo.pixel-mafia.com/wp/vincent/wp-content/plugins/js_composer/assets/lib/bower/font-awesome/css/font-awesome.min.css?ver=6.0.5	D:/winHTT/abc/demo.pixel-mafia.com/wp/vincent/wp-content/plugins/js_composer/assets/lib/bower/font-awesome/css/font-awesome.min52c7.css	(from https://demo.pixel-mafia.com/wp/vincent/)
14:31:35	90929/90929	---MCZ	200	added ('OK')	text/css	etag:W/%225d4be87a-16331%22	https://demo.pixel-mafia.com/wp/vincent/wp-content/themes/vincent/css/theme.css?ver=5.2.3	D:/winHTT/abc/demo.pixel-mafia.com/wp/vincent/wp-content/themes/vincent/css/theme2513.css	(from https://demo.pixel-mafia.com/wp/vincent/)
14:31:35	12076/12076	---M--	200	added ('OK')	image/png	etag:%222f2c-58ee2cd3c8320%22	https://demo.pixel-mafia.com/wp/vincent/wp-content/themes/vincent/img/logo.png	D:/winHTT/abc/demo.pixel-mafia.com/wp/vincent/wp-content/themes/vincent/img/logo.png	(from https://demo.pixel-mafia.com/wp/vincent/)
14:31:35	8371/8371	---M--	200	added ('OK')	image/png	etag:%2220b3-58ee2cd39b079%22	https://demo.pixel-mafia.com/wp/vincent/wp-content/themes/vincent/img/logo_footer.png	D:/winHTT/abc/demo.pixel-mafia.com/wp/vincent/wp-content/themes/vincent/img/logo_footer.png	(from https://demo.pixel-mafia.com/wp/vincent/)
14:31:37	51870/51870	---MCZ	200	added ('OK')	text/css	etag:W/%225d40109a-ca9e%22	https://demo.pixel-mafia.com/wp/vincent/wp-content/themes/vincent/css/pm-woocommerce.css?ver=5.2.3	D:/winHTT/abc/demo.pixel-mafia.com/wp/vincent/wp-content/themes/vincent/css/pm-woocommerce2513.css	(from https://demo.pixel-mafia.com/wp/vincent/)
14:31:37	484857/484857	---MCZ	200	added ('OK')	text/css	etag:W/%225d4be774-765f9%22	https://demo.pixel-mafia.com/wp/vincent/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=6.0.5	D:/winHTT/abc/demo.pixel-mafia.com/wp/vincent/wp-content/plugins/js_composer/assets/css/js_composer.min52c7.css	(from https://demo.pixel-mafia.com/wp/vincent/)
14:31:38	96873/96873	---MCZ	200	added ('OK')	application/javascript	etag:W/%225d400bc1-17a69%22	https://demo.pixel-mafia.com/wp/vincent/wp-includes/js/jquery/jquery.js?ver=1.12.4-wp	D:/winHTT/abc/demo.pixel-mafia.com/wp/vincent/wp-includes/js/jquery/jquery4a5f.js	(from https://demo.pixel-mafia.com/wp/vincent/)
14:31:38	10056/10056	---MCZ	200	added ('OK')	application/javascript	etag:W/%225d400bc1-2748%22	https://demo.pixel-mafia.com/wp/vincent/wp-includes/js/jquery/jquery-migrate.min.js?ver=1.4.1	D:/winHTT/abc/demo.pixel-mafia.com/wp/vincent/wp-includes/js/jquery/jquery-migrate.min330a.js	(from https://demo.pixel-mafia.com/wp/vincent/)
14:31:38	283267/283267	---M--	200	added ('OK')	image/jpeg	etag:%2245283-58ee349dfc10b%22	https://demo.pixel-mafia.com/wp/vincent/wp-content/uploads/2019/07/bg_title.jpg	D:/winHTT/abc/demo.pixel-mafia.com/wp/vincent/wp-content/uploads/2019/07/bg_title.jpg	(from https://demo.pixel-mafia.com/wp/vincent/)
14:31:39	150436/150436	---MCZ	200	added ('OK')	application/javascript	etag:W/%225d4becfe-24ba4%22	https://demo.pixel-mafia.com/wp/vincent/wp-content/plugins/revslider/public/assets/js/revolution.tools.min.js?ver=6.0	D:/winHTT/abc/demo.pixel-mafia.com/wp/vincent/wp-content/plugins/revslider/public/assets/js/revolution.tools.minf049.js	(from https://demo.pixel-mafia.com/wp/vincent/)
14:31:39	266264/266264	---MCZ	200	added ('OK')	application/javascript	etag:W/%225d4becfe-41018%22	https://demo.pixel-mafia.com/wp/vincent/wp-content/plugins/revslider/public/assets/js/rs6.min.js?ver=6.0.9	D:/winHTT/abc/demo.pixel-mafia.com/wp/vincent/wp-content/plugins/revslider/public/assets/js/rs6.minbfbf.js	(from https://demo.pixel-mafia.com/wp/vincent/)
14:31:39	9566/9566	---MCZ	200	added ('OK')	application/javascript	etag:W/%225d4011a1-255e%22	https://demo.pixel-mafia.com/wp/vincent/wp-content/plugins/woocommerce/assets/js/jquery-blockui/jquery.blockUI.min.js?ver=2.70	D:/winHTT/abc/demo.pixel-mafia.com/wp/vincent/wp-content/plugins/woocommerce/assets/js/jquery-blockui/jquery.blockUI.min44fd.js	(from https://demo.pixel-mafia.com/wp/vincent/)
14:31:40	2637/2637	---MCZ	200	added ('OK')	application/javascript	etag:W/%225d4011a1-a4d%22	https://demo.pixel-mafia.com/wp/vincent/wp-content/plugins/woocommerce/assets/js/frontend/add-to-cart.min.js?ver=3.6.5	D:/winHTT/abc/demo.pixel-mafia.com/wp/vincent/wp-content/plugins/woocommerce/assets/js/frontend/add-to-cart.min3ab2.js	(from https://demo.pixel-mafia.com/wp/vincent/)
14:31:40	700720/700720	---M--	200	added ('OK')	image/jpeg	etag:%22ab130-58ee2fe6661d7%22	https://demo.pixel-mafia.com/wp/vincent/wp-content/uploads/revslider/home_6/slide_1.jpg	D:/winHTT/abc/demo.pixel-mafia.com/wp/vincent/wp-content/uploads/revslider/home_6/slide_1.jpg	(from https://demo.pixel-mafia.com/wp/vincent/)
14:31:40	992/992	---M--	200	added ('OK')	application/javascript	etag:%225d4be774-3e0%22	https://demo.pixel-mafia.com/wp/vincent/wp-content/plugins/js_composer/assets/js/vendors/woocommerce-add-to-cart.js?ver=6.0.5	D:/winHTT/abc/demo.pixel-mafia.com/wp/vincent/wp-content/plugins/js_composer/assets/js/vendors/woocommerce-add-to-cart52c7.js	(from https://demo.pixel-mafia.com/wp/vincent/)
14:31:40	900/900	---MCZ	200	added ('OK')	text/xml	date:Thu,%2010%20Oct%202019%2007:32:55%20GMT	https://demo.pixel-mafia.com/wp/vincent/xmlrpc.php?rsd	D:/winHTT/abc/demo.pixel-mafia.com/wp/vincent/xmlrpc0db0.php	(from https://demo.pixel-mafia.com/wp/vincent/)
14:31:41	1045/1045	---M--	200	added ('OK')	application/xml	etag:%22415-58ee283fe0585%22	https://demo.pixel-mafia.com/wp/vincent/wp-includes/wlwmanifest.xml	D:/winHTT/abc/demo.pixel-mafia.com/wp/vincent/wp-includes/wlwmanifest.xml	(from https://demo.pixel-mafia.com/wp/vincent/)
14:31:41	2251/2251	---MC-	200	added ('OK')	application/json	date:Thu,%2010%20Oct%202019%2007:32:56%20GMT	https://demo.pixel-mafia.com/wp/vincent/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fdemo.pixel-mafia.com%2Fwp%2Fvincent%2F	D:/winHTT/abc/demo.pixel-mafia.com/wp/vincent/wp-json/oembed/1.0/embeddb0b.json	(from https://demo.pixel-mafia.com/wp/vincent/)
14:31:42	2342/2342	---MCZ	200	added ('OK')	text/xml	date:Thu,%2010%20Oct%202019%2007:32:57%20GMT	https://demo.pixel-mafia.com/wp/vincent/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fdemo.pixel-mafia.com%2Fwp%2Fvincent%2F&format=xml	D:/winHTT/abc/demo.pixel-mafia.com/wp/vincent/wp-json/oembed/1.0/embed0a65	(from https://demo.pixel-mafia.com/wp/vincent/)
14:31:43	53260/53260	---M--	200	added ('OK')	image/png	etag:%22d00c-58ee2f1ef6a9f%22	https://demo.pixel-mafia.com/wp/vincent/wp-content/uploads/2017/04/pizza_1-150x150.png	D:/winHTT/abc/demo.pixel-mafia.com/wp/vincent/wp-content/uploads/2017/04/pizza_1-150x150.png	(from https://demo.pixel-mafia.com/wp/vincent/)
14:31:44	61958/61958	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2010%20Oct%202019%2007:32:58%20GMT	https://demo.pixel-mafia.com/wp/vincent/error404	D:/winHTT/abc/demo.pixel-mafia.com/wp/vincent/error404	(from https://demo.pixel-mafia.com/wp/vincent/)
14:31:44	197233/197233	---M--	200	added ('OK')	image/png	etag:%2230271-58ee2f1f4064d%22	https://demo.pixel-mafia.com/wp/vincent/wp-content/uploads/2017/04/pizza_1-300x300.png	D:/winHTT/abc/demo.pixel-mafia.com/wp/vincent/wp-content/uploads/2017/04/pizza_1-300x300.png	(from https://demo.pixel-mafia.com/wp/vincent/)
14:31:45	108826/108826	---MCZ	200	added ('OK')	text/html	date:Thu,%2010%20Oct%202019%2007:32:59%20GMT	https://demo.pixel-mafia.com/wp/vincent/home-3/	D:/winHTT/abc/demo.pixel-mafia.com/wp/vincent/home-3/index.html	(from https://demo.pixel-mafia.com/wp/vincent/)
14:31:45	136899/136899	---MCZ	200	added ('OK')	text/html	date:Thu,%2010%20Oct%202019%2007:32:59%20GMT	https://demo.pixel-mafia.com/wp/vincent/home-2/	D:/winHTT/abc/demo.pixel-mafia.com/wp/vincent/home-2/index.html	(from https://demo.pixel-mafia.com/wp/vincent/)
14:31:46	518269/518269	---MC-	200	added ('OK')	application/json	date:Thu,%2010%20Oct%202019%2007:32:56%20GMT	https://demo.pixel-mafia.com/wp/vincent/wp-json/	D:/winHTT/abc/demo.pixel-mafia.com/wp/vincent/wp-json/index.html	(from https://demo.pixel-mafia.com/wp/vincent/)
14:31:46	162/162	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2010%20Oct%202019%2007:33:01%20GMT	http://demo.pixel-mafia.com/wp/vincent/wp-content/uploads/revslider/home_1/slide_1.jpg	D:/winHTT/abc/demo.pixel-mafia.com/wp/vincent/wp-content/uploads/revslider/home_1/slide_1.21.delayed	(from https://demo.pixel-mafia.com/wp/vincent/)
14:31:49	110027/110027	---MCZ	200	added ('OK')	text/html	date:Thu,%2010%20Oct%202019%2007:33:01%20GMT	https://demo.pixel-mafia.com/wp/vincent/home-5/	D:/winHTT/abc/demo.pixel-mafia.com/wp/vincent/home-5/index.html	(from https://demo.pixel-mafia.com/wp/vincent/)
14:31:49	141516/141516	---MCZ	200	added ('OK')	text/html	date:Thu,%2010%20Oct%202019%2007:33:00%20GMT	https://demo.pixel-mafia.com/wp/vincent/home-4/	D:/winHTT/abc/demo.pixel-mafia.com/wp/vincent/home-4/index.html	(from https://demo.pixel-mafia.com/wp/vincent/)
14:31:49	107738/107738	---MCZ	200	added ('OK')	text/html	date:Thu,%2010%20Oct%202019%2007:33:01%20GMT	https://demo.pixel-mafia.com/wp/vincent/home-6/	D:/winHTT/abc/demo.pixel-mafia.com/wp/vincent/home-6/index.html	(from https://demo.pixel-mafia.com/wp/vincent/)
14:31:51	162/162	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2010%20Oct%202019%2007:33:05%20GMT	http://demo.pixel-mafia.com/wp/vincent/wp-content/uploads/revslider/home_1/pizza_1.png	D:/winHTT/abc/demo.pixel-mafia.com/wp/vincent/wp-content/uploads/revslider/home_1/pizza_1.23.delayed	(from https://demo.pixel-mafia.com/wp/vincent/)
14:31:51	73202/73202	---MCZ	200	added ('OK')	text/html	date:Thu,%2010%20Oct%202019%2007:33:04%20GMT	https://demo.pixel-mafia.com/wp/vincent/discover-our-menu/	D:/winHTT/abc/demo.pixel-mafia.com/wp/vincent/discover-our-menu/index.html	(from https://demo.pixel-mafia.com/wp/vincent/)
14:31:51	129929/129929	---MCZ	200	added ('OK')	text/html	date:Thu,%2010%20Oct%202019%2007:33:05%20GMT	https://demo.pixel-mafia.com/wp/vincent/menu-2/	D:/winHTT/abc/demo.pixel-mafia.com/wp/vincent/menu-2/index.html	(from https://demo.pixel-mafia.com/wp/vincent/)
14:31:52	700720/700720	---M--	200	added ('OK')	image/jpeg	etag:%22ab130-58ee2fb84e6a8%22	https://demo.pixel-mafia.com/wp/vincent/wp-content/uploads/revslider/home_1/slide_1.jpg	D:/winHTT/abc/demo.pixel-mafia.com/wp/vincent/wp-content/uploads/revslider/home_1/slide_1.jpg	(from https://demo.pixel-mafia.com/wp/vincent/)
14:31:54	117269/117269	---MCZ	200	added ('OK')	text/html	date:Thu,%2010%20Oct%202019%2007:33:06%20GMT	https://demo.pixel-mafia.com/wp/vincent/menu-3/	D:/winHTT/abc/demo.pixel-mafia.com/wp/vincent/menu-3/index.html	(from https://demo.pixel-mafia.com/wp/vincent/)
14:31:54	84814/84814	---MCZ	200	added ('OK')	text/html	date:Thu,%2010%20Oct%202019%2007:33:07%20GMT	https://demo.pixel-mafia.com/wp/vincent/typography/	D:/winHTT/abc/demo.pixel-mafia.com/wp/vincent/typography/index.html	(from https://demo.pixel-mafia.com/wp/vincent/)
14:31:54	73080/73080	---MCZ	200	added ('OK')	text/html	date:Thu,%2010%20Oct%202019%2007:33:07%20GMT	https://demo.pixel-mafia.com/wp/vincent/fullscreen-gallery/	D:/winHTT/abc/demo.pixel-mafia.com/wp/vincent/fullscreen-gallery/index.html	(from https://demo.pixel-mafia.com/wp/vincent/)
14:31:55	162/162	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2010%20Oct%202019%2007:33:10%20GMT	http://demo.pixel-mafia.com/wp/vincent/wp-content/uploads/revslider/home_1/pizza_2.png	D:/winHTT/abc/demo.pixel-mafia.com/wp/vincent/wp-content/uploads/revslider/home_1/pizza_2.25.delayed	(from https://demo.pixel-mafia.com/wp/vincent/)
14:31:55	574475/574475	---M--	200	added ('OK')	image/png	etag:%228c40b-58ee2fba2da8e%22	https://demo.pixel-mafia.com/wp/vincent/wp-content/uploads/revslider/home_1/pizza_1.png	D:/winHTT/abc/demo.pixel-mafia.com/wp/vincent/wp-content/uploads/revslider/home_1/pizza_1.png	(from https://demo.pixel-mafia.com/wp/vincent/)
14:31:55	93854/93854	---MCZ	200	added ('OK')	text/html	date:Thu,%2010%20Oct%202019%2007:33:09%20GMT	https://demo.pixel-mafia.com/wp/vincent/about-1/	D:/winHTT/abc/demo.pixel-mafia.com/wp/vincent/about-1/index.html	(from https://demo.pixel-mafia.com/wp/vincent/)
14:31:56	89859/89859	---MCZ	200	added ('OK')	text/html	date:Thu,%2010%20Oct%202019%2007:33:10%20GMT	https://demo.pixel-mafia.com/wp/vincent/about-2/	D:/winHTT/abc/demo.pixel-mafia.com/wp/vincent/about-2/index.html	(from https://demo.pixel-mafia.com/wp/vincent/)
14:31:56	84691/84691	---MCZ	200	added ('OK')	text/html	date:Thu,%2010%20Oct%202019%2007:33:11%20GMT	https://demo.pixel-mafia.com/wp/vincent/meet-our-awesome-team/	D:/winHTT/abc/demo.pixel-mafia.com/wp/vincent/meet-our-awesome-team/index.html	(from https://demo.pixel-mafia.com/wp/vincent/)
14:31:58	162/162	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2010%20Oct%202019%2007:33:12%20GMT	http://demo.pixel-mafia.com/wp/vincent/wp-content/uploads/revslider/home_1/slide_2.jpg	D:/winHTT/abc/demo.pixel-mafia.com/wp/vincent/wp-content/uploads/revslider/home_1/slide_2.27.delayed	(from https://demo.pixel-mafia.com/wp/vincent/)
14:31:58	565793/565793	---M--	200	added ('OK')	image/png	etag:%228a221-58ee2fbab1019%22	https://demo.pixel-mafia.com/wp/vincent/wp-content/uploads/revslider/home_1/pizza_2.png	D:/winHTT/abc/demo.pixel-mafia.com/wp/vincent/wp-content/uploads/revslider/home_1/pizza_2.png	(from https://demo.pixel-mafia.com/wp/vincent/)
14:32:01	328015/328015	---M--	200	added ('OK')	image/jpeg	etag:%225014f-58ee2fbb04806%22	https://demo.pixel-mafia.com/wp/vincent/wp-content/uploads/revslider/home_1/slide_2.jpg	D:/winHTT/abc/demo.pixel-mafia.com/wp/vincent/wp-content/uploads/revslider/home_1/slide_2.jpg	(from https://demo.pixel-mafia.com/wp/vincent/)
14:32:01	92574/92574	---MCZ	200	added ('OK')	text/html	date:Thu,%2010%20Oct%202019%2007:33:11%20GMT	https://demo.pixel-mafia.com/wp/vincent/blog-grid/	D:/winHTT/abc/demo.pixel-mafia.com/wp/vincent/blog-grid/index.html	(from https://demo.pixel-mafia.com/wp/vincent/)
14:32:02	100178/100178	---MCZ	200	added ('OK')	text/html	date:Thu,%2010%20Oct%202019%2007:33:11%20GMT	https://demo.pixel-mafia.com/wp/vincent/blog-fullscreen/	D:/winHTT/abc/demo.pixel-mafia.com/wp/vincent/blog-fullscreen/index.html	(from https://demo.pixel-mafia.com/wp/vincent/)
14:32:02	90834/90834	---MCZ	200	added ('OK')	text/html	date:Thu,%2010%20Oct%202019%2007:33:14%20GMT	https://demo.pixel-mafia.com/wp/vincent/blog-standard/	D:/winHTT/abc/demo.pixel-mafia.com/wp/vincent/blog-standard/index.html	(from https://demo.pixel-mafia.com/wp/vincent/)
14:32:02	5605/5605	---M--	200	added ('OK')	image/png	etag:%2215e5-58ee2e4950d24%22	https://demo.pixel-mafia.com/wp/vincent/wp-content/uploads/2017/03/icon_1.png	D:/winHTT/abc/demo.pixel-mafia.com/wp/vincent/wp-content/uploads/2017/03/icon_1.png	(from https://demo.pixel-mafia.com/wp/vincent/)
14:32:02	88609/88609	---MCZ	200	added ('OK')	text/html	date:Thu,%2010%20Oct%202019%2007:33:17%20GMT	https://demo.pixel-mafia.com/wp/vincent/standard-post/	D:/winHTT/abc/demo.pixel-mafia.com/wp/vincent/standard-post/index.html	(from https://demo.pixel-mafia.com/wp/vincent/)
14:32:03	89777/89777	---MCZ	200	added ('OK')	text/html	date:Thu,%2010%20Oct%202019%2007:33:17%20GMT	https://demo.pixel-mafia.com/wp/vincent/healsy-food-for-healthy-body/	D:/winHTT/abc/demo.pixel-mafia.com/wp/vincent/healsy-food-for-healthy-body/index.html	(from https://demo.pixel-mafia.com/wp/vincent/)
14:32:03	3232/3232	---M--	200	added ('OK')	image/png	etag:%22ca0-58ee2e4958e0b%22	https://demo.pixel-mafia.com/wp/vincent/wp-content/uploads/2017/03/icon_3.png	D:/winHTT/abc/demo.pixel-mafia.com/wp/vincent/wp-content/uploads/2017/03/icon_3.png	(from https://demo.pixel-mafia.com/wp/vincent/)
14:32:03	88231/88231	---MCZ	200	added ('OK')	text/html	date:Thu,%2010%20Oct%202019%2007:33:17%20GMT	https://demo.pixel-mafia.com/wp/vincent/audio-post/	D:/winHTT/abc/demo.pixel-mafia.com/wp/vincent/audio-post/index.html	(from https://demo.pixel-mafia.com/wp/vincent/)
14:32:04	88679/88679	---MCZ	200	added ('OK')	text/html	date:Thu,%2010%20Oct%202019%2007:33:18%20GMT	https://demo.pixel-mafia.com/wp/vincent/quote-post/	D:/winHTT/abc/demo.pixel-mafia.com/wp/vincent/quote-post/index.html	(from https://demo.pixel-mafia.com/wp/vincent/)
14:32:04	89247/89247	---MCZ	200	added ('OK')	text/html	date:Thu,%2010%20Oct%202019%2007:33:18%20GMT	https://demo.pixel-mafia.com/wp/vincent/video-post/	D:/winHTT/abc/demo.pixel-mafia.com/wp/vincent/video-post/index.html	(from https://demo.pixel-mafia.com/wp/vincent/)
14:32:04	89741/89741	---MCZ	200	added ('OK')	text/html	date:Thu,%2010%20Oct%202019%2007:33:18%20GMT	https://demo.pixel-mafia.com/wp/vincent/link-post/	D:/winHTT/abc/demo.pixel-mafia.com/wp/vincent/link-post/index.html	(from https://demo.pixel-mafia.com/wp/vincent/)
14:32:04	6373/6373	---M--	200	added ('OK')	image/png	etag:%2218e5-58ee2e4954ba3%22	https://demo.pixel-mafia.com/wp/vincent/wp-content/uploads/2017/03/icon_2.png	D:/winHTT/abc/demo.pixel-mafia.com/wp/vincent/wp-content/uploads/2017/03/icon_2.png	(from https://demo.pixel-mafia.com/wp/vincent/)
14:32:05	92410/92410	---MCZ	200	added ('OK')	text/html	date:Thu,%2010%20Oct%202019%2007:33:19%20GMT	https://demo.pixel-mafia.com/wp/vincent/shop/	D:/winHTT/abc/demo.pixel-mafia.com/wp/vincent/shop/index.html	(from https://demo.pixel-mafia.com/wp/vincent/)
14:32:05	91541/91541	---MCZ	200	added ('OK')	text/html	date:Thu,%2010%20Oct%202019%2007:33:19%20GMT	https://demo.pixel-mafia.com/wp/vincent/product/vincent/	D:/winHTT/abc/demo.pixel-mafia.com/wp/vincent/product/vincent/index.html	(from https://demo.pixel-mafia.com/wp/vincent/)
14:32:07	196773/196773	---M--	200	added ('OK')	image/png	etag:%22300a5-58ee2e52bc6ba%22	https://demo.pixel-mafia.com/wp/vincent/wp-content/uploads/2017/03/8-300x300.png	D:/winHTT/abc/demo.pixel-mafia.com/wp/vincent/wp-content/uploads/2017/03/8-300x300.png	(from https://demo.pixel-mafia.com/wp/vincent/)
14:32:07	114604/114604	---MCZ	200	added ('OK')	text/html	date:Thu,%2010%20Oct%202019%2007:33:20%20GMT	https://demo.pixel-mafia.com/wp/vincent/cart/	D:/winHTT/abc/demo.pixel-mafia.com/wp/vincent/cart/index.html	(from https://demo.pixel-mafia.com/wp/vincent/)
14:32:07	76793/76793	---MCZ	200	added ('OK')	text/html	date:Thu,%2010%20Oct%202019%2007:33:21%20GMT	https://demo.pixel-mafia.com/wp/vincent/my-account/	D:/winHTT/abc/demo.pixel-mafia.com/wp/vincent/my-account/index.html	(from https://demo.pixel-mafia.com/wp/vincent/)
14:32:07	0/0	---M--	302	error ('Found')	text/html	date:Thu,%2010%20Oct%202019%2007:33:20%20GMT	https://demo.pixel-mafia.com/wp/vincent/checkout/	D:/winHTT/abc/demo.pixel-mafia.com/wp/vincent/checkout/index.html	(from https://demo.pixel-mafia.com/wp/vincent/)
14:32:08	87890/87890	---MCZ	200	added ('OK')	text/html	date:Thu,%2010%20Oct%202019%2007:33:22%20GMT	https://demo.pixel-mafia.com/wp/vincent/contact-us/	D:/winHTT/abc/demo.pixel-mafia.com/wp/vincent/contact-us/index.html	(from https://demo.pixel-mafia.com/wp/vincent/)
14:32:08	80894/80894	---MCZ	200	added ('OK')	text/html	date:Thu,%2010%20Oct%202019%2007:33:23%20GMT	https://demo.pixel-mafia.com/wp/vincent/coutact-us/	D:/winHTT/abc/demo.pixel-mafia.com/wp/vincent/coutact-us/index.html	(from https://demo.pixel-mafia.com/wp/vincent/)
